Name	GeneDB IDs	Log2 H/L	Log10 (Int H*L)	Group	Glycosome status 
	Tb927.7.2800 	0.130535557	14.24778332	i	red
	Tb927.3.1670 	0.130328466	12.62171313	i	red
	Tb11.01.8630 	0.130237423	12.43232867	i	red
	Tb927.3.3140 	0.130140135	13.58458814	i	red
	Tb927.2.1100 	0.129483796	14.0662739	i	red
	Tb927.2.1860 	0.129217064	11.60702115	i	red
	Tb11.01.6320 	0.129132524	12.63202539	i	red
	Tb09.211.4020 	0.128959071	13.36818066	i	red
	Tb927.10.6800 	0.128909116	14.14213179	i	red
	Tb927.2.5260 	0.128203732	12.26150316	i	red
	Tb927.4.3620 	0.128161401	15.08224356	i	red
	Tb927.10.7440 	0.127758984	15.42206526	i	red
	Tb11.01.2885 	0.127269072	13.83922037	i	red
	Tb927.8.4870 	0.126695189	13.77967215	i	red
	Tb927.4.3690 	0.12669075	11.02590222	i	red
	Tb927.10.7580 	0.126576457	12.70733671	i	red
	Tb927.7.3370 	0.126087183	15.5840397	i	red
	Tb11.02.4540 	0.125202797	13.64417949	i	red
	Tb927.4.5120 	0.124481637	16.81580736	i	red
	Tb927.4.330 	0.124451106	13.5705943	i	red
	Tb927.4.1280 	0.123683753	14.36953979	i	red
	Tb927.8.3060 	0.12365211	18.00020747	i	red
	Tb09.211.4670 	0.12363932	11.99081986	i	red
	Tb11.52.0009 	0.123489645	12.80085853	i	red
	Tb11.52.0004 	0.123433475	14.20482066	i	red
	Tb09.211.4100 	0.123191748	15.6852583	i	red
	Tb11.02.0040 	0.122856076	11.72886272	i	red
	Tb11.02.1980 	0.122821541	16.25573436	i	red
	Tb927.10.6940 	0.122473941	13.01846582	i	red
	Tb927.10.2860 	0.122004162	11.36099434	i	red
	Tb927.4.2340 	0.12185869	13.52123276	i	red
	Tb11.02.2510 	0.121807379	15.97910227	i	red
	Tb927.2.6100 	0.121035721	14.09194321	i	red
	Tb927.4.5040 	0.120793437	15.48559059	i	red
	Tb927.3.3540 	0.120620803	14.84179722	i	red
	Tb927.5.3970 	0.120069563	14.46932344	i	red
	Tb927.5.3610 	0.119889274	12.39371719	i	red
	Tb11.01.2940 	0.119555385	12.14429438	i	red
	Tb11.01.1830 	0.119472183	13.98559389	i	red
	Tb927.8.680 	0.11920399	11.86287049	i	red
	Tb927.2.470 	0.11918213	16.15615235	i	red
	Tb11.01.6890 	0.118636582	16.65887428	i	red
	Tb09.211.3720 	0.117562069	14.92904517	i	red
	Tb927.8.5180 	0.117429084	11.68228958	i	red
	Tb927.6.3160 	0.117327933	16.7201768	i	red
	Tb11.55.0013 	0.116517935	15.43122929	i	red
	Tb927.3.2350 	0.116040217	11.72629382	i	red
	Tb927.3.1140 	0.115570378	14.0714046	i	red
	Tb927.10.6350 	0.11553455	13.21172633	i	red
	Tb927.10.15720 	0.11429139	14.81478266	i	red
	Tb927.10.2550 	0.113970678	13.70876879	i	red
	Tb927.10.15530 	0.113932957	16.20903215	i	red
	Tb927.3.2170 	0.11390651	14.17960159	i	red
	Tb927.1.2670 	0.113889763	15.87855098	i	red
	Tb927.3.4260 	0.113854645	16.41160875	i	red
	Tb927.10.12410 	0.113300436	13.73380351	i	red
	Tb09.244.2850 	0.112654952	15.17357852	i	red
	Tb927.8.7240 	0.112621126	13.55739324	i	red
	Tb11.02.2410 	0.112499976	10.59755052	i	red
	Tb927.3.1100 	0.112366523	10.32259228	i	red
	Tb11.02.1220 	0.112127046	14.56645469	i	red
	Tb11.01.0890 	0.111432005	13.12838257	i	red
	Tb927.6.1130 	0.111112852	12.6385978	i	red
	Tb927.6.5110 	0.111031312	11.91499169	i	red
	Tb927.3.1060 	0.110595834	14.76453636	i	red
	Tb927.8.4240 	0.110221674	15.68780078	i	red
	Tb927.3.3440 	0.1098022	14.73265509	i	red
	Tb927.8.810 	0.109771458	13.87811317	i	red
	Tb927.2.5160 	0.109483407	16.7874532	i	red
	Tb11.01.3640 	0.10945993	17.7038176	i	red
	Tb927.7.5110 	0.109353687	15.1006422	i	red
	Tb11.01.3550 	0.108870712	16.75917919	i	red
	Tb927.10.5050 	0.108385019	13.91391756	i	red
	Tb11.55.0030 	0.108357178	13.21407128	i	red
	Tb927.10.10340 	0.107894407	13.28938186	i	red
	Tb927.8.6760 	0.107821756	13.75062339	i	red
	Tb927.10.820 	0.107771346	13.70889907	i	red
	Tb11.02.3200 	0.106958107	14.1139507	i	red
	Tb927.8.5640 	0.106844889	16.28913995	i	red
	Tb927.10.12090 	0.10648233	13.78052854	i	red
	Tb927.8.5520 	0.106332497	13.11437804	i	red
	Tb927.6.1810 	0.10608026	14.88674634	i	red
	Tb927.4.2260 	0.105998846	15.37120409	i	red
	Tb11.02.4220 	0.105376456	13.49361601	i	red
	Tb927.7.5560 	0.10532717	16.25783591	i	red
	Tb11.47.0035 	0.105275783	13.56413438	i	red
	Tb927.7.7090 	0.104414813	14.40162483	i	red
	Tb927.10.790 	0.104368314	12.67506767	i	red
	Tb927.5.530 	0.104311558	15.30524351	i	red
	Tb927.8.1870 	0.102939078	17.82432179	i	red
	Tb927.10.12420 	0.10259095	13.36845792	i	red
	Tb11.02.3070 	0.102468238	15.36083206	i	red
	Tb927.7.6410 	0.101246657	13.13201257	i	red
	Tb927.10.1900 	0.100981911	14.71265836	i	red
	Tb927.10.14980 	0.100470429	15.45185208	i	red
	Tb927.10.7960 	0.100304906	10.17198103	i	red
	Tb09.211.1870 	0.099553675	12.82855576	i	red
	Tb927.3.5150 	0.099540826	10.54054523	i	red
	Tb11.02.2800 	0.099526316	15.30018225	i	red
	Tb11.46.0011 	0.099239762	11.96998249	i	red
	Tb927.10.15540 	0.098554307	10.51356581	i	red
	Tb927.7.6360 	0.098027181	14.92329427	i	red
	Tb927.6.3650 	0.097960105	17.14888318	i	red
	Tb11.55.0003 	0.097716221	13.40956234	i	red
	Tb927.4.4370 	0.097247488	13.89466198	i	red
	Tb927.5.3010 	0.096832105	14.42999754	i	red
	Tb11.02.0290 	0.096746776	15.03611822	i	red
	Tb927.8.5900 	0.096666669	13.6002363	i	red
	Tb11.02.1260 	0.096665779	15.20757615	i	red
	Tb927.3.3830 	0.096531743	14.97510966	i	red
	Tb927.8.2820 	0.096427735	14.46183412	i	red
	Tb927.8.6820 	0.095698034	12.07960699	i	red
	Tb927.2.1890 	0.095452448	13.94493669	i	red
	Tb927.10.8560 	0.095046725	12.67132883	i	red
	Tb11.01.7740 	0.094943846	14.9191003	i	red
	Tb927.8.3650 	0.094776557	13.65036508	i	red
	Tb927.2.2130 	0.094766842	16.46980336	i	red
	Tb09.160.0580 	0.094484012	12.98873087	i	red
	Tb09.160.0670 	0.093663528	15.47041096	i	red
	Tb927.7.7460 	0.093570643	16.09169785	i	red
	Tb11.02.5250 	0.093154879	15.68002974	i	red
	Tb09.160.4310 	0.093026228	19.79368467	i	red
	Tb11.01.6180 	0.092540133	10.64808466	i	red
	Tb927.10.7060 	0.092432122	16.95382192	i	red
	Tb927.3.2100 	0.092091901	15.38001724	i	red
	Tb927.10.7500 	0.091875073	15.77605601	i	red
	Tb927.2.6050 	0.091730262	15.23572676	i	red
	Tb927.10.12000 	0.091425292	14.41951007	i	red
	Tb927.4.1170 	0.090988888	12.90400479	i	red
	Tb927.10.4000 	0.090923261	18.03629939	i	red
	Tb927.2.4590 	0.090311471	13.88871675	i	red
	Tb927.1.840 	0.08993524	14.41910829	i	red
	Tb927.8.3970 	0.08951021	14.88535404	i	red
	Tb927.3.3460 	0.08946129	15.83045913	i	red
	Tb927.2.3030 	0.088629834	17.50776862	i	red
	Tb927.3.3630 	0.08825148	15.02500541	i	red
	Tb927.7.2790 	0.088178475	13.37580777	i	red
	Tb927.10.14930 	0.088110428	14.95295742	i	red
	Tb927.6.3280 	0.087734382	12.32117005	i	red
	Tb11.02.2960 	0.087647895	14.80294723	i	red
	Tb927.8.5780 	0.087546594	18.80685688	i	red
	Tb927.10.7880 	0.08723152	12.62860816	i	red
	Tb11.02.4950 	0.087055435	14.40994511	i	red
	Tb09.v1.0380 	0.086628318	15.35241719	i	red
	Tb927.5.1710 	0.086245182	16.95471286	i	red
	Tb09.160.1560 	0.085881171	15.87497584	i	red
	Tb927.1.1560 	0.085380275	15.36317065	i	red
	Tb927.4.1720 	0.085146404	14.10930862	i	red
	Tb11.01.8400 	0.085016673	13.92342546	i	red
	Tb927.10.2190 	0.084626277	16.44353228	i	red
	Tb927.10.12260 	0.084601687	16.0419018	i	red
	Tb927.5.3800 	0.084439332	18.65645254	i	red
	Tb927.7.3920 	0.084387355	13.42807276	i	red
	Tb927.10.8890 	0.083952692	17.42183788	i	red
	Tb927.10.4270 	0.083165172	14.32644893	i	red
	Tb927.7.590 	0.083021117	13.90995355	i	red
	Tb927.6.1200 	0.082896453	12.37049082	i	red
	Tb11.03.0335 	0.082838815	15.13823398	i	red
	Tb09.211.3000 	0.082805053	9.890255385	i	red
	Tb927.8.4280 	0.082702589	13.60925134	i	red
	Tb927.8.4580 	0.081650226	15.92080064	i	red
	Tb09.160.3630 	0.081268909	16.15741185	i	red
	Tb927.10.9250 	0.08120326	13.10357752	i	red
	Tb927.7.910 	0.080794082	14.72513483	i	red
	Tb11.01.5900 	0.080711766	14.49702731	i	red
	Tb927.10.5380 	0.080650769	15.56604806	i	red
	Tb09.160.0815 	0.080191454	15.10832022	i	red
	Tb927.2.4400 	0.079595742	14.06073993	i	red
	Tb927.5.2520 	0.07956585	12.5353332	i	red
	Tb11.03.0150 	0.079292767	11.54618157	i	red
	Tb09.211.1400 	0.078500572	15.85881466	i	red
	Tb927.6.3460 	0.078063256	12.37972391	i	red
	Tb927.8.6930 	0.077869516	13.4293676	i	red
	Tb09.211.0890 	0.077504763	14.37362627	i	red
	Tb927.10.13040 	0.077428926	15.25368955	i	red
	Tb927.3.720 	0.077231908	13.82479529	i	red
	Tb927.4.510 	0.077106244	10.4928436	i	red
	Tb927.6.5090 	0.076922201	14.30282159	i	red
	Tb927.7.7420 	0.076711955	18.52374101	i	red
	Tb927.7.3040 	0.076079374	16.41685915	i	red
	Tb927.7.680 	0.075474402	9.870875836	i	red
	Tb11.01.5000 	0.07544626	14.3409213	i	red
	Tb927.7.4570 	0.074606338	14.65918813	i	red
	Tb927.7.7300 	0.073683154	13.02809292	i	red
	Tb927.1.1000 	0.073425215	13.28579085	i	red
	Tb09.160.5600 	0.073408955	16.14164324	i	red
	Tb927.10.8960 	0.072900882	15.70636309	i	red
	Tb927.6.5080 	0.072452531	16.30254574	i	red
	Tb927.1.2570 	0.071618189	15.76658007	i	red
	Tb927.10.7750 	0.071607253	12.09382837	i	red
	Tb11.01.3520 	0.071319436	12.1179486	i	red
	Tb927.4.5200 	0.071111036	15.3946805	i	red
	Tb927.4.5030 	0.071110563	13.60016001	i	red
	Tb927.6.4340 	0.071080757	13.95666462	i	red
	Tb927.6.4430 	0.070837661	14.22722992	i	red
	Tb11.01.6870 	0.07062265	12.32938458	i	red
	Tb11.01.6200 	0.070200433	15.06736209	i	red
	Tb09.211.4520 	0.069707201	12.48538628	i	red
	Tb927.10.14860 	0.069595913	15.1448707	i	red
	Tb927.7.1440 	0.068879357	12.54547248	i	red
	Tb11.02.4610 	0.068518556	14.23797829	i	red
	Tb927.3.3220 	0.068368476	13.62042884	i	red
	Tb11.01.7880 	0.068350961	13.30423103	i	red
	Tb927.10.230 	0.068125682	14.63978372	i	red
	Tb11.01.5235 	0.068030033	12.99509129	i	red
	Tb11.01.8200 	0.067912311	15.54716045	i	red
	Tb11.47.0029 	0.067501049	14.04210273	i	red
	Tb927.4.3080 	0.067212795	12.07086322	i	red
	Tb927.10.8720 	0.067104674	17.14065319	i	red
	Tb11.01.0370 	0.06693307	14.85972944	i	red
	Tb09.211.2940 	0.06681251	15.20868354	i	red
	Tb927.7.4670 	0.066537002	14.90508448	i	red
	Tb927.10.9840 	0.066072437	14.26790305	i	red
	Tb927.10.1260 	0.065572312	13.28956452	i	red
	Tb11.01.6080 	0.065450335	13.13701776	i	red
	Tb927.2.4370 	0.064882852	14.64375076	i	red
	Tb927.6.610 	0.064193062	12.83461446	i	red
	Tb11.01.6530 	0.063884941	14.97899419	i	red
	Tb927.7.1670 	0.06388311	15.69115283	i	red
	Tb927.4.3540 	0.06367065	11.39133797	i	red
	Tb927.2.5280 	0.063467409	14.30186301	i	red
	Tb927.7.1500 	0.063050615	14.86965281	i	red
	Tb11.01.5200 	0.062950609	11.85852714	i	red
	Tb927.3.1240 	0.062549698	14.99602865	i	red
	Tb09.244.2700 	0.061952495	13.75154585	i	red
	Tb11.50.0007 	0.061750914	15.93431501	i	red
	Tb927.10.10080 	0.061690074	13.99011332	i	red
	Tb11.01.2720 	0.061675471	13.09951219	i	red
	Tb927.4.440 	0.0614306	12.70066553	i	red
	Tb11.01.1740 	0.061336746	17.6795477	i	red
	Tb927.10.920 	0.061177824	16.18561777	i	red
	Tb09.160.2910 	0.061168871	16.16521474	i	red
	Tb09.160.1020 	0.061054652	15.96889978	i	red
	Tb927.10.8790 	0.06060083	12.02951643	i	red
	Tb927.7.2720 	0.060462488	12.23533273	i	red
	Tb927.7.2110 	0.059618706	12.35575755	i	red
	Tb927.8.6110 	0.059411125	17.45154697	i	red
	Tb927.10.650 	0.05913855	14.37681007	i	red
	Tb927.7.2550 	0.059132889	13.88822918	i	red
	Tb927.2.5660 	0.058863063	15.03016838	i	red
	Tb927.8.2740 	0.058801354	13.293018	i	red
	Tb11.01.6590 	0.05865803	13.6694833	i	red
	Tb927.6.2560 	0.058524312	12.83856551	i	red
	Tb927.8.5030 	0.058076578	13.51464065	i	red
	Tb11.02.1860 	0.058004547	13.95082575	i	red
	Tb927.7.7330 	0.057276965	14.03174326	i	red
	Tb927.7.4460 	0.05642564	15.03491779	i	red
	Tb11.01.4960 	0.05630606	12.63823422	i	red
	Tb927.10.2060 	0.056231857	12.50847355	i	red
	Tb927.1.4720 	0.055661438	13.83928935	i	red
	Tb09.211.0740 	0.05538858	14.20807062	i	red
	Tb11.01.2520 	0.055334502	15.77825052	i	red
	Tb927.8.6870 	0.055265802	12.80315589	i	red
	Tb927.1.1680 	0.054779032	12.24424817	i	red
	Tb927.6.2490 	0.054496807	14.74853443	i	red
	Tb927.10.10160 	0.054084393	13.51514207	i	red
	Tb927.3.4000 	0.053945425	13.89929132	i	red
	Tb11.02.0460 	0.053596036	15.14326015	i	red
	Tb927.10.10120 	0.053528441	15.62208397	i	red
	Tb927.10.10400 	0.053083121	14.02426438	i	red
	Tb927.4.3790 	0.05192673	15.64250956	i	red
	Tb09.211.1810 	0.051898493	12.44243527	i	red
	Tb927.4.1500 	0.051859299	14.67623816	i	red
	Tb927.6.1090 	0.051478041	15.23835471	i	red
	Tb927.8.5880 	0.051226528	14.02563984	i	red
	Tb927.10.3170 	0.05111078	12.89653638	i	red
	Tb927.8.5770 	0.050634905	13.85588648	i	red
	Tb09.211.0330 	0.050172722	15.98224477	i	red
	Tb11.01.7095 	0.05004888	14.55620829	i	red
	Tb927.1.330 	0.049770152	13.73179496	i	red
	Tb11.03.0880 	0.049715846	15.56932456	i	red
	Tb927.3.1380 	0.049688455	18.6275467	i	red
	Tb927.10.8010 	0.048654702	11.49697769	i	red
	Tb11.03.0290 	0.048438308	13.33517845	i	red
	Tb09.211.2560 	0.048435399	13.68429121	i	red
	Tb927.2.4870 	0.04828916	11.5033958	i	red
	Tb927.8.3690 	0.048182323	16.31095065	i	red
	Tb927.6.1760 	0.047840949	14.00698253	i	red
	Tb927.10.830 	0.046658109	15.84642739	i	red
	Tb927.10.2980 	0.046637613	14.96395839	i	red
	Tb927.5.4400 	0.046128835	12.48691225	i	red
	Tb11.01.7900 	0.045974232	12.89037434	i	red
	Tb09.211.3210 	0.045718071	12.17520052	i	red
	Tb927.10.11170 	0.045442971	13.19304254	i	red
	Tb11.02.4810 	0.045144636	15.65267804	i	red
	Tb927.6.3930 	0.044603951	13.32536615	i	red
	Tb11.01.8740 	0.044349891	14.84379408	i	red
	Tb927.6.2550 	0.043680266	15.86670642	i	red
	Tb11.02.5000 	0.042784398	13.22566999	i	red
	Tb927.4.560 	0.042724665	16.82986648	i	red
	Tb927.7.2250 	0.042644337	10.48617485	i	red
	Tb927.4.450 	0.042494681	15.68033784	i	red
	Tb927.10.9740 	0.042245876	13.82860792	i	red
	Tb927.8.5100 	0.04194383	13.59800583	i	red
	Tb11.02.2520 	0.041829773	14.26436508	i	red
	Tb927.10.2810 	0.041810879	16.40248733	i	red
	Tb927.7.710 	0.041559802	17.76526549	i	red
	Tb11.02.5470 	0.041242982	13.04752097	i	red
	Tb11.01.5680 	0.041038173	14.12179334	i	red
	Tb927.6.2640 	0.040598317	16.25122077	i	red
	Tb927.10.180 	0.039950175	17.11354062	i	red
	Tb927.7.2750 	0.039699918	14.08535175	i	red
	Tb927.7.4380 	0.039017984	13.43354025	i	red
	Tb927.3.4880 	0.038467651	14.04277458	i	red
	Tb927.8.1440 	0.038436182	13.84911166	i	red
	Tb11.03.0475 	0.037713304	14.63860137	i	red
	Tb11.02.5280 	0.037608312	15.9032549	i	red
	Tb927.3.3890 	0.037281257	13.03632699	i	red
	Tb927.6.3920 	0.036625903	13.73621658	i	red
	Tb11.01.2280 	0.036478121	15.18868974	i	red
	Tb927.10.13290 	0.036468167	11.94388277	i	red
	Tb927.6.4520 	0.036322518	14.64913241	i	red
	Tb927.6.4990 	0.036113899	16.21623061	i	red
	Tb09.211.0760 	0.0360461	12.70817697	i	red
	Tb09.160.5170 	0.035820678	14.07892617	i	red
	Tb927.6.2750 	0.035786222	12.11357809	i	red
	Tb927.4.1300 	0.035751327	18.1683328	i	red
	Tb927.5.4480 	0.035299371	14.19344935	i	red
	Tb11.01.8140 	0.034836948	15.91199869	i	red
	Tb927.3.2960 	0.034638318	12.65706184	i	red
	Tb11.47.0007 	0.034218478	14.99582793	i	red
	Tb09.160.0360 	0.03407482	11.4300294	i	red
	Tb927.2.3180 	0.03407482	14.94168826	i	red
	Tb11.02.2160 	0.033237362	13.9016543	i	red
	Tb11.01.7690 	0.032926963	13.54686006	i	red
	Tb11.02.2560 	0.032738722	15.75665435	i	red
	Tb927.7.4290 	0.032707681	14.31321463	i	red
	Tb927.7.270 	0.031829824	12.1748958	i	red
	Tb11.01.3390 	0.031818626	12.89283183	i	red
	Tb09.160.2250 	0.031677496	13.61074011	i	red
	Tb927.6.5030 	0.031593975	14.33837976	i	red
	Tb927.5.1230 	0.031396064	14.95115702	i	red
	Tb927.10.11520 	0.030533059	13.83841185	i	red
	Tb927.3.3450 	0.029288368	17.44847229	i	red
	Tb927.8.6750 	0.029134804	14.75815724	i	red
	Tb927.8.1170 	0.028554094	15.95037749	i	red
	Tb927.1.3260 	0.02747579	15.17270658	i	red
	Tb927.10.13790 	0.027047399	15.29393911	i	red
	Tb927.10.14390 	0.026827889	14.7888208	i	red
	Tb927.10.7410 	0.02645319	18.25253401	i	red
	Tb09.160.4580 	0.02644598	11.55120231	i	red
	Tb11.02.4870 	0.02644598	14.40448769	i	red
	Tb927.2.3780 	0.026217649	17.40563122	i	red
	Tb11.01.2780 	0.026064982	15.59252219	i	red
	Tb927.2.1120 	0.025028794	13.63866141	i	red
	Tb927.10.12970 	0.02474519	13.64719448	i	red
	Tb927.6.3350 	0.02446153	10.43084364	i	red
	Tb11.02.0610 	0.024319679	12.44972521	i	red
	Tb09.211.4540 	0.024047517	15.43012262	i	red
	Tb927.8.1960 	0.023092012	16.37260328	i	red
	Tb11.01.5070 	0.022328959	14.06665901	i	red
	Tb927.10.14750 	0.022066182	15.46485004	i	red
	Tb09.211.0560 	0.021937605	16.51586454	i	red
	Tb927.8.870 	0.021036857	15.5145966	i	red
	Tb927.4.3890 	0.02095434	14.99051412	i	red
	Tb927.5.4410 	0.020577437	14.79979224	i	red
	Tb927.6.5120 	0.020514458	14.59944037	i	red
	Tb927.10.12840 	0.020359997	17.50779749	i	red
	Tb927.6.4480 	0.019773069	15.89270952	i	red
	Tb927.10.3370 	0.019681877	14.37180755	i	red
	Tb927.3.5300 	0.019346089	10.10506656	i	red
	Tb927.8.8040 	0.0192976	14.46743942	i	red
	Tb11.01.8590 	0.018996991	14.920113	i	red
	Tb09.211.1790 	0.018491749	13.28103869	i	red
	Tb927.10.13000 	0.018206857	13.0598972	i	red
	Tb927.4.3680 	0.017855185	11.82135478	i	red
	Tb927.7.3180 	0.017544265	14.24939181	i	red
	Tb11.02.2420 	0.01729868	16.28735421	i	red
	Tb927.2.1180 	0.015891996	15.0291681	i	red
	Tb927.7.6350 	0.015116235	13.40195604	i	red
	Tb927.3.5060 	0.01500861	14.84481256	i	red
	Tb927.6.2510 	0.014640947	13.53308896	i	red
	Tb927.4.600 	0.014308423	16.5228453	i	red
	Tb11.01.3260 	0.013640911	11.79010606	i	red
	Tb09.211.4200 	0.013414533	15.64326436	i	red
	Tb927.10.6780 	0.012423063	15.34389798	i	red
	Tb927.10.14790 	0.012329177	15.20535761	i	red
	Tb927.3.4850 	0.011356806	14.72874218	i	red
	Tb927.5.1820 	0.011190137	15.10601937	i	red
	Tb927.10.5670 	0.010968687	13.35517696	i	red
	Tb927.3.910 	0.010941114	13.92712534	i	red
	Tb09.244.2800 	0.010247211	12.90116772	i	red
	Tb927.10.14530 	0.009903204	14.20051582	i	red
	Tb927.3.2290 	0.008740268	12.96904095	i	red
	Tb09.160.4300 	0.008397424	16.8781151	i	red
	Tb927.4.3560 	0.008124332	14.01928489	i	red
	Tb11.01.8100 	0.008044866	11.9129266	i	red
	Tb09.211.4870 	0.007482576	12.02217427	i	red
	Tb927.1.2340 	0.007293768	21.2630865	i	red
	Tb927.8.4250 	0.007251711	11.98426655	i	red
	Tb927.3.2280 	0.007195501	13.7316906	i	red
	Tb11.42.0002 	0.007188072	11.29994238	i	red
	Tb927.2.5750 	0.007173573	11.77953102	i	red
	Tb09.211.1250 	0.006477564	13.7823644	i	red
	Tb11.01.1310 	0.006373923	12.48852382	i	red
	Tb927.8.2500 	0.006027246	13.3734791	i	red
	Tb927.8.3500 	0.005615567	13.09478071	i	red
	Tb09.160.4430 	0.005520002	15.54933478	i	red
	Tb11.01.5780 	0.005508215	15.44670651	i	red
	Tb11.03.0580 	0.005001656	15.44571589	i	red
	Tb11.01.6780 	0.004999842	15.64616251	i	red
	Tb927.10.1440 	0.004773571	11.93430619	i	red
	Tb927.10.2650 	0.004555829	13.61741119	i	red
	Tb927.6.410 	0.004202284	14.65887403	i	red
	Tb927.6.2710 	0.003696693	14.9310459	i	red
	Tb927.8.3470 	0.00273852	12.9592554	i	red
	Tb927.10.9390 	0.002690806	13.78009497	i	red
	Tb927.7.4030 	0.002179463	11.25904002	i	red
	Tb927.3.2210 	0.002162421	13.22407257	i	red
	Tb927.7.7400 	0.00203475	14.66918938	i	red
	Tb09.211.1690 	0.001389053	16.18641974	i	red
	Tb927.5.1080 	0.001190579	14.69364469	i	red
	Tb11.47.0020 	0.001009533	12.91264822	i	red
	Tb927.7.7290 	0.001009533	13.23151457	i	red
	Tb927.10.15380 	0.000866954	13.48451639	i	red
	Tb09.211.1380 	0.000576963	13.18223736	i	red
	Tb09.160.4200 	0.000551503	16.24684005	i	red
	Tb927.6.1280 	0.000432744	13.09677387	i	red
	Tb927.2.5150 	0	13.11952905	i	red
	Tb927.2.2670 	-0.000203761	14.22454482	i	red
	Tb927.10.8150 	-0.000360403	13.76156031	i	red
	Tb927.10.11400 	-0.001154618	15.19256472	i	red
	Tb09.160.2360 	-0.001210375	14.55164434	i	red
	Tb927.10.7600 	-0.001364625	11.5723833	i	red
	Tb927.7.5330 	-0.0014723	15.33945056	i	red
	Tb09.211.4610 	-0.001800938	14.5120536	i	red
	Tb927.2.4540 	-0.002006741	13.81143702	i	red
	Tb11.02.0440 	-0.00249278	13.08913016	i	red
	Tb11.46.0001 	-0.002673539	17.3091679	i	red
	Tb927.6.4090 	-0.003209212	16.88682058	i	red
	Tb927.6.3210 	-0.00332202	11.09926113	i	red
	Tb927.10.9970 	-0.003620242	14.73016094	i	red
	Tb927.8.3510 	-0.003770357	15.20098082	i	red
	Tb11.01.5790 	-0.003875135	13.95380147	i	red
	Tb927.10.15520 	-0.004259725	16.21619079	i	red
	Tb11.01.3970 	-0.004609553	12.90745169	i	red
	Tb927.10.16110 	-0.004720463	14.2970113	i	red
	Tb927.4.3320 	-0.004967708	16.73659364	i	red
	Tb927.2.4000 	-0.005072768	11.53919769	i	red
	Tb927.4.360 	-0.005338764	14.78172555	i	red
	Tb927.7.4990 	-0.006593735	11.54899401	i	red
	Tb09.160.5260 	-0.006732209	12.77442549	i	red
	Tb927.10.13360 	-0.007312301	17.88309925	i	red
	Tb927.5.940 	-0.007428161	15.79709412	i	red
	Tb09.211.2250 	-0.007464622	14.07370784	i	red
	Tb927.10.13320 	-0.007797159	13.78153322	i	red
	Tb927.6.2140 	-0.007846988	13.67278243	i	red
	Tb927.7.3270 	-0.008218969	13.61039502	i	red
	Tb11.01.4625 	-0.008231518	13.9688098	i	red
	Tb927.1.3410 	-0.008249193	13.73389191	i	red
	Tb11.01.2960 	-0.009103212	12.2541856	i	red
	Tb927.2.5140 	-0.009596917	12.23067751	i	red
	Tb11.01.0610 	-0.010082982	14.42037311	i	red
	Tb927.10.9820 	-0.011702854	17.4334623	i	red
	Tb927.10.9400 	-0.011852011	16.98979363	i	red
	Tb09.160.3930 	-0.012222908	14.40255543	i	red
	Tb11.02.1330 	-0.012944067	14.53678308	i	red
	Tb11.01.6500 	-0.013261424	12.89365149	i	red
	Tb09.211.0050 	-0.013778996	14.62390079	i	red
	Tb927.3.1280 	-0.014708373	12.42242312	i	red
	Tb927.8.6960 	-0.015080517	14.03173852	i	red
	Tb11.02.2890 	-0.016320934	12.55833445	i	red
	Tb09.211.2010 	-0.016433257	13.8508915	i	red
	Tb927.7.7060 	-0.016584969	14.40152365	i	red
	Tb927.5.450 	-0.016836464	14.10230791	i	red
	Tb11.02.4550 	-0.017044754	14.5259036	i	red
	Tb927.8.4820 	-0.017140274	16.71758236	i	red
	Tb927.7.6230 	-0.017161676	14.19035888	i	red
	Tb09.211.0440 	-0.017246379	14.57157169	i	red
	Tb927.3.4750 	-0.017806599	16.90752028	i	red
	Tb927.5.3900 	-0.017886032	13.63726621	i	red
	Tb927.8.5600 	-0.018688002	14.35537728	i	red
	Tb927.7.3440 	-0.01903402	17.52932158	i	red
	Tb927.8.4230 	-0.019723504	13.74817274	i	red
	Tb927.6.2190 	-0.019787271	15.24097071	i	red
	Tb11.02.5550 	-0.020170358	14.09849501	i	red
	Tb927.10.660 	-0.020208961	15.02874251	i	red
	Tb09.160.0780 	-0.020618479	14.17741717	i	red
	Tb927.10.6880 	-0.020773315	17.58275704	i	red
	Tb927.2.1810 	-0.020846182	12.33876828	i	red
	Tb927.3.930 	-0.021100326	18.18786095	i	red
	Tb11.02.5620 	-0.021892253	14.57730181	i	red
	Tb927.6.4540 	-0.021996482	15.64306437	i	red
	Tb09.160.1280 	-0.022317094	10.01490919	i	red
	Tb927.10.4850 	-0.022947262	15.27679969	i	red
	Tb11.01.7510 	-0.023310089	12.85724992	i	red
	Tb11.01.2530 	-0.023357456	17.547643	i	red
	Tb11.22.0005 	-0.02365103	16.55104988	i	red
	Tb927.6.950 	-0.024032381	15.66766886	i	red
	Tb927.4.1740 	-0.024063787	14.29651836	i	red
	Tb927.10.10420 	-0.024413833	13.28913614	i	red
	Tb09.211.0865 	-0.024929966	17.39008671	i	red
	Tb09.160.5670 	-0.024947221	17.26557054	i	red
	Tb927.7.3510 	-0.025710776	11.48218541	i	red
	Tb11.01.6680 	-0.025937511	17.17488082	i	red
	Tb927.2.2270 	-0.026024878	14.50231862	i	red
	Tb927.10.4700 	-0.026410765	13.92029931	i	red
