Name	GeneDB IDs	Log2 H/L	Log10 (Int H*L)	Group	Glycosome status 
	Tb927.4.2740 	0.025858015	15.61287629	i	red
	Tb927.8.5510 	0.275279887	12.0580119	i	red
	Tb927.8.5230 	0.091150517	13.18508571	i	red
	Tb927.4.3740 	0.045565985	17.25589034	i	red
	Tb11.02.0352 	0.09569766	13.33639439	i	red
	Tb927.5.1580 	0.196984664	11.54400459	i	red
	Tb927.8.1300 	-0.116781442	12.83365212	i	red
	Tb11.47.0034 	0.203527489	14.54379745	i	red
	Tb927.8.5290 	0.179857808	10.08846017	i	red
	Tb927.8.6920 	-0.009225426	12.41730781	i	red
	Tb11.01.3000 	0.190821691	12.00702706	i	red
	Tb11.18.0005 	-0.204162885	15.52218748	i	red
	Tb927.10.15280 	-0.09261663	12.99357233	i	red
	Tb09.160.0520 	-0.058161289	16.50187064	i	red
	Tb927.10.2880 	-0.101087405	15.55206823	i	red
	Tb11.01.4370 	0.067311165	16.8525805	i	red
	Tb927.7.4100 	0.010718781	14.20463621	i	red
	Tb927.7.2260 	0.950095094	12.29083387	i	red
	Tb09.160.5250 	-0.020413609	14.26035331	i	red
	Tb927.8.5250 	0.073329981	16.24133066	i	red
	Tb927.7.5660 	0.245294887	14.57139496	i	red
	Tb11.47.0013 	0.044908801	12.53379648	i	red
	Tb11.01.6840 	0.159840917	14.59905658	i	red
	Tb11.01.3010 	-0.003230279	16.23674957	i	red
	Tb927.7.4180 	0.358355742	15.29939679	i	red
	Tb927.10.630 	0.494671612	11.01993112	i	red
	Tb927.2.2160 	0.072281491	16.50841595	i	red
	Tb11.01.5240 	0.103852812	15.20671494	i	red
	Tb927.7.6910 	0.113286393	15.20838937	i	red
	Tb927.8.3250 	0.05097962	16.21899101	i	red
	Tb927.10.13960 	-0.00916961	13.44058535	i	red
	Tb09.244.2540 	-0.173432152	12.56658599	i	red
	Tb11.02.0170 	0.077885099	15.6510332	i	red
	Tb927.8.4640 	0.068421169	13.73729766	i	red
	Tb11.47.0006 	0.034167542	16.26609582	i	red
	Tb927.8.2620 	0.130267599	15.00153513	i	red
	Tb927.7.5050 	0.104123556	13.02244446	i	red
	Tb927.7.4060 	-0.071840272	14.28544413	i	red
	Tb927.8.640 	-0.150068006	11.87341518	i	red
	Tb927.5.2950 	0.159289621	14.21388432	i	red
	Tb11.01.2310 	0.048073947	16.19814009	i	red
	Tb927.10.14040 	0.499438858	15.74246775	i	red
	Tb927.10.8930 	0.054073252	14.81906633	i	red
	Tb927.10.8830 	0.189792938	11.08880439	i	red
	Tb927.3.1900 	0.09513691	14.39867319	i	red
	Tb927.5.1690 	0.081381342	14.72133866	i	red
	Tb927.7.3560 	0.139101824	13.34053415	i	red
	Tb11.01.5910 	-0.103120475	13.97438161	i	red
	Tb927.10.7690 	0.087248772	14.4641941	i	red
	Tb927.4.4950 	0.070938821	10.76615203	i	red
	Tb11.01.0510 	0.070702133	12.3326194	i	red
	Tb927.3.5020 	0.124883053	15.49042646	i	red
	Tb927.3.3190 	0.001236178	18.27704929	i	red
	Tb927.10.1970 	0.185747564	13.64748116	i	red
	Tb11.01.7750 	-0.047851701	14.41582905	i	red
	Tb11.01.6510 	6.32123E-05	12.33232742	i	red
	Tb09.211.4430 	0.018491749	13.02230056	i	red
	Tb927.10.12710 	0.226585522	16.1353177	i	red
	Tb927.5.1730 	0.227305357	14.61952544	i	red
	Tb11.03.0080 	-0.228401722	12.64578692	i	red
	Tb927.3.2950 	0.058275428	14.4622438	i	red
	Tb927.10.2380 	0.146630637	15.2805461	i	red
	Tb927.3.5010 	0.065892091	13.05812513	i	red
	Tb09.211.0170 	0.114305405	13.80945121	i	red
	Tb11.02.2640 	0.085330675	13.55455785	i	red
	Tb11.01.6550 	0.407080775	12.1368477	i	red
	Tb11.39.0004 	-0.080392302	15.99857858	i	red
	Tb927.7.7250 	0.163158815	15.95570077	i	red
	Tb927.3.5530 	0.0961363	15.76049499	i	red
	Tb927.5.4380 	0.109606755	16.64068683	i	red
	Tb11.02.0354 	-0.034528098	16.15986139	i	red
	Tb927.10.3230 	0.173414912	12.11009739	i	red
	Tb11.03.0470 	-0.006035268	14.08156396	i	red
	Tb11.01.0920 	0.193135452	10.64540364	i	red
	Tb11.50.0001 	-0.012933359	14.62974305	i	red
	Tb927.5.4150 	0.068581514	13.11604209	i	red
	Tb11.01.6040 	0.308556682	11.12921122	i	red
	Tb927.7.4490 	-0.458961016	11.99369438	i	red
	Tb927.8.6050 	1.771519902	10.29322983	ii	white
	Tb927.8.4770 	0.06505294	15.93700118	i	red
	Tb927.6.1770 	0.140960642	16.14537925	i	red
	Tb927.2.3020 	-0.353081624	14.77445849	i	red
	Tb927.3.1990 	0.145282586	13.37918041	i	red
	Tb11.02.4380 	0.038877167	13.80939501	i	red
	Tb927.8.6660 	0.022158094	16.67260171	i	red
	Tb11.03.0250 	0.945400589	16.6585369	ii	gray
	Tb927.7.4910 	0.139968911	14.84649476	i	red
	Tb927.10.5230 	0.14745162	14.2638221	i	red
	Tb11.01.3740 	0.100815963	17.52721171	i	red
	Tb927.3.3690 	0.052555009	14.48603836	i	red
	Tb11.01.0840 	0.351793079	13.13290052	i	red
	Tb927.5.3030 	0.039487896	16.06141964	i	red
	Tb927.3.2310 	0.145539968	17.93986076	i	red
	Tb09.211.0160 	-0.166937132	13.29610204	i	red
	Tb927.5.1900 	-0.004551987	14.76163567	i	red
	Tb11.01.7450 	-0.095383731	12.46314047	i	red
	Tb927.8.1540 	0.185246562	14.03227342	i	red
	Tb927.10.13780 	0.139075294	17.00521627	i	red
	Tb927.10.9640 	-0.01963618	17.04803279	i	red
	Tb11.18.0003 	-0.03945274	12.51812783	i	red
	Tb927.7.6290 	0.15197045	12.94800646	i	red
SMase	Tb927.5.3710 	2.178469368	11.24418473	ii	white
	Tb927.10.13250 	0.275603079	13.30754185	i	red
	Tb927.5.500 	0.162468932	13.113896	i	red
	Tb927.8.4220 	0.16013647	13.9077012	i	red
	Tb927.10.10290 	0.207981022	11.46327458	i	red
	Tb09.160.3020 	-0.005248144	12.97697409	i	red
	Tb11.02.2530 	0.022732913	14.74047517	i	red
	Tb927.10.14800 	0.437749927	13.00604832	i	red
	Tb927.5.2940 	0.069702167	14.63168427	i	red
	Tb927.8.6240 	0.110055211	16.15983584	i	red
	Tb927.4.2080 	-0.006073488	16.25414502	i	red
	Tb11.01.4810 	0.278809707	14.46822439	i	red
	Tb927.10.15250 	0.047480292	15.10827899	i	red
	Tb927.10.10140 	0.070530059	16.0029863	i	red
	Tb927.5.1210 	3.368122736	18.1945978	iii	green
	Tb09.211.4920 	0.486162078	14.60296864	i	red
	Tb927.10.13010 	1.197835939	12.45470426	i	red
	Tb927.6.4710 	0.072515326	13.97419501	i	red
	Tb927.5.2850 	0.121445201	15.7212392	i	red
	Tb927.3.3200 	0.185815872	12.80268953	i	red
	Tb927.7.820 	0.101003373	10.91667801	i	red
	Tb09.160.1200 	-0.251590293	16.35501914	i	red
	Tb927.2.4330 	0.090061426	16.40253173	i	red
	Tb11.01.2800 	0.09332372	15.90913601	i	red
	Tb927.3.3490 	-0.059900921	13.80841568	i	red
	Tb09.211.1470 	0.167529751	15.12028629	i	red
	Tb927.5.2700 	0.332736572	11.72580596	i	red
	Tb927.1.3300 	0.055350053	12.73654793	i	red
	Tb11.01.6280 	0.323312418	10.78237189	i	red
	Tb11.01.1625 	0.213405289	14.4765164	i	red
	Tb09.211.3920 	0.097610797	13.86162449	i	red
	Tb927.7.2510 	0.76871177	13.63289388	i	red
	Tb927.4.3330 	0.031164585	11.17598675	i	red
	Tb11.02.1540 	0.275130768	12.84813017	i	red
	Tb927.10.14520 	-0.064024676	12.2598152	i	red
	Tb927.3.3850 	-0.140601511	12.67183227	i	red
	Tb11.01.4030 	0.104531822	15.18939782	i	red
	Tb09.211.2450 	0.07460365	13.42989656	i	red
	Tb927.1.4310 	0.124059229	16.75595022	i	red
	Tb11.01.1770 	0.063360712	13.79060593	i	red
	Tb927.8.7990 	0.244399991	14.95679484	i	red
	Tb927.5.800 	0.038616016	15.74251135	i	red
	Tb927.10.14500 	0.0407015	15.53408601	i	red
	Tb11.01.1850 	0.058529922	13.99788022	i	red
	Tb11.01.1210 	0.487734265	14.6711107	i	red
	Tb927.10.3920 	0.001090885	12.6395816	i	red
	Tb927.10.11300 	0.160926924	17.97339442	i	red
	Tb927.5.1940 	0.369669088	10.33415793	i	red
	Tb927.5.2270 	-0.085833516	10.98249073	i	red
	Tb927.6.1920 	0.178744899	14.73584007	i	red
	Tb09.211.4910 	0.611455697	11.29892899	i	red
	Tb927.1.4340 	0.315254749	11.78756622	i	red
	Tb927.10.2890 	-0.19277659	19.78038605	i	red
	Tb927.8.800 	0.871291692	11.47093781	i	red
	Tb09.160.0790 	-0.038794891	11.95028216	i	red
	Tb11.02.2040 	0.00345832	14.83450692	i	red
	Tb927.10.1130 	0.168385305	12.49977537	i	red
	Tb927.6.3670 	0.096043087	15.1868228	i	red
	Tb11.52.0015 	0.094731822	12.04784717	i	red
	Tb927.10.9700 	0.164814389	11.58932264	i	red
	Tb09.160.0600 	0.283447708	12.41972805	i	red
	Tb11.52.0006 	0.020592561	15.51099325	i	red
	Tb927.2.3580 	0.173260085	15.24956711	i	red
	Tb09.211.3240 	-0.083540423	15.83895549	i	red
	Tb927.4.4690 	0.014341113	14.81010895	i	red
	Tb927.2.510 	0.400100683	13.7239786	i	red
IMPDH	Tb927.10.16120 	4.21630363	18.85108803	iii	green
	Tb927.4.2840 	0.169771594	12.36470709	i	red
	Tb927.8.3590 	0.113943455	11.42749342	i	red
	Tb927.10.970 	0.264252527	10.84915853	i	red
	Tb11.02.3350 	0.303301255	12.02547925	i	red
	Tb11.02.5720 	0.03083043	14.66834081	i	red
	Tb927.10.14490 	0.128003136	15.86720218	i	red
	Tb927.3.1200 	0.13961238	13.67147137	i	red
	Tb09.211.1550 	1.525849988	13.45119409	ii	red
	Tb11.01.3320 	0.036589871	17.55893451	i	red
	Tb927.6.4020 	0.351301028	14.23819358	i	red
	Tb927.8.3410 	-0.17537062	12.50050832	i	red
	Tb927.2.4530 	0.0878161	12.74240978	i	red
	Tb927.7.4470 	1.127140187	14.91102499	ii	red
	Tb11.01.5120 	0.950014656	13.92260484	i	red
	Tb09.160.0650 	0.20738626	14.77122707	i	red
	Tb927.10.7930 	0.055069908	15.53004892	i	red
	Tb927.10.5140 	-0.054010595	17.18405778	i	red
	Tb927.8.3870 	-0.007275068	14.11756065	i	red
	Tb927.10.14470 	-0.00582817	15.34890618	i	red
	Tb11.02.1910 	0.179073583	11.87166941	i	red
	Tb927.5.2620 	0.186019985	13.67881527	i	red
	Tb927.10.10360 	-0.070712519	17.3219232	i	red
	Tb927.5.3560 	-0.487821974	15.79638868	i	red
	Tb927.6.3100 	0.294595985	13.94939859	i	red
	Tb927.10.12590 	0.034356597	12.95026075	i	red
	Tb11.02.5460 	0.046302025	13.68303955	i	red
	Tb927.7.7070 	0.114271984	14.97438369	i	red
	Tb11.02.2690 	0.038295698	10.03373467	i	red
	Tb11.55.0006 	0.173708139	15.18110293	i	red
	Tb927.5.1460 	0.281696015	15.73023949	i	red
	Tb927.3.5490 	0.178951187	16.27611605	i	red
	Tb927.7.510 	0.155571812	13.94534749	i	red
	Tb927.8.2590 	-0.045455077	12.40777915	i	red
	Tb927.6.2930 	1.119156942	10.53174636	i	red
	Tb927.4.2170 	0.937300678	13.93639883	i	red
	Tb927.6.3020 	-0.056583528	9.954811388	i	red
	Tb11.02.1120 	0.160659194	16.01597949	i	red
	Tb09.211.4210 	0.085192994	12.03093564	i	red
	Tb11.50.0006 	0.154457908	14.28553189	i	red
	Tb927.10.14150 	0.065679419	14.19968431	i	red
	Tb927.2.3720 	0.351276976	13.01308722	i	red
	Tb927.10.450 	0.217878659	14.65339625	i	red
	Tb927.4.4700 	0.071957226	14.74570054	i	red
	Tb927.10.11310 	0.427277042	14.91723449	i	red
	Tb927.4.2070 	-0.378151526	16.74742617	i	red
	Tb927.5.2410 	0.115646827	13.95229001	i	red
	Tb11.01.8570 	0.074728232	15.16675287	i	red
	Tb927.5.2500 	0.53241975	13.90872965	i	red
	Tb927.8.890 	0.132478161	18.33825345	i	red
	Tb927.7.7000 	0.108676624	11.1495062	i	red
	Tb927.10.390 	0.026256697	16.28621112	i	red
	Tb927.3.1110 	0.262746347	13.58068896	i	red
	Tb11.01.0200 	-0.067001533	12.75198537	i	red
	Tb927.10.4180 	0.075518854	13.55526319	i	red
	Tb927.3.3300 	0.102639343	15.77414521	i	red
	Tb927.6.1730 	-0.020413609	11.00432188	i	red
	Tb927.7.3540 	0.051580921	10.73800657	i	red
	Tb927.6.3500 	0.068404301	16.23609716	i	red
	Tb927.7.7100 	0.284869433	13.45677111	i	red
	Tb09.211.4240 	0.188799219	15.43229749	i	red
	Tb927.8.3840 	0.15610884	11.94872393	i	red
	Tb927.10.12960 	0.269060718	15.85826045	i	red
	Tb09.211.3180 	0.326093125	15.19491592	i	red
	Tb927.4.760 	-0.020635564	15.18781203	i	red
	Tb927.6.2860 	0.653022055	11.82372635	i	red
	Tb11.02.0090 	-0.000197206	13.89727659	i	red
	Tb927.10.1170 	0.708385923	16.23489855	ii	gray
	Tb09.211.1150 	0.829846016	14.72061306	i	red
	Tb09.160.4770 	0.086784706	13.71027006	i	red
	Tb927.7.4500 	0.176740957	15.58272827	i	red
	Tb11.02.2210 	0.051024003	13.69359542	i	red
	Tb11.01.1230 	0.858446864	12.19771641	i	red
	Tb927.1.4280 	0.209417851	12.43186295	i	red
	Tb927.8.3770 	0.118285313	12.43205719	i	red
	Tb927.3.3560 	0.09277059	16.64190147	i	red
	Tb09.160.1120 	-0.746059127	11.06306042	i	red
	Tb927.6.4550 	-0.237336526	11.17088871	i	red
	Tb927.10.16100 	0.512580879	12.87809775	i	red
	Tb09.211.3610 	0.150731761	16.13114	i	red
PPI	Tb927.7.4770 	2.626717834	14.4785656	iii	green
	Tb927.2.2120 	0.166106349	12.7914813	i	red
	Tb927.10.5810 	0.130246401	15.62220149	i	red
	Tb927.10.14140 	-0.002248783	18.40037099	i	red
	Tb927.8.4890 	1.359797079	12.01516703	ii	white
	Tb11.01.6790 	0.158262281	13.79124459	i	red
ALD	Tb927.10.5620 	4.36929078	20.31010164	iii	green
PFK	Tb927.3.3270 	4.635176505	19.36083142	iii	green
	Tb927.8.8330 	-0.03217377	15.77991333	i	red
	Tb927.7.2650 	-0.423168547	12.12616192	i	red
